person,date,first_time,last_time,duration_min,grid_ci,grid_rj,grid_center_lon,grid_center_lat,dist_home_m,is_home,is_sw,is_pv,is_pn,place_id,next_step,visit_order_in_day,first_dt,last_dt,trip_id,action_order_in_trip
2,2008-10-23,12:45:23,12:50:19,4.933333333333334,40,32,116.33612554118508,39.92571514414414,0.0,1,0,0,0,HOME,pv,0,2008-10-23 12:45:23,2008-10-23 12:50:19,0,0
2,2008-10-23,12:50:24,13:01:22,10.966666666666669,41,32,116.3419988047147,39.92571514414414,500.829932286953,0,0,1,0,Pv1,pn,1,2008-10-23 12:50:24,2008-10-23 13:01:22,1,1
2,2008-10-23,13:02:17,13:27:15,24.966666666666665,41,32,116.3419988047147,39.92571514414414,500.829932286953,0,0,0,1,Pv1,home,2,2008-10-23 13:02:17,2008-10-23 13:27:15,1,2
2,2008-10-23,13:27:20,16:44:22,197.03333333333333,40,32,116.33612554118508,39.92571514414414,0.0,1,0,0,0,HOME,end,0,2008-10-23 13:27:20,2008-10-23 16:44:22,1,0
2,2008-10-24,00:08:05,00:13:56,5.85,40,32,116.33612554118508,39.92571514414414,0.0,1,0,0,0,HOME,pv,0,2008-10-24 00:08:05,2008-10-24 00:13:56,0,0
2,2008-10-24,00:16:47,00:20:45,3.966666666666667,40,31,116.33612554118508,39.92121063963964,500.87804794849535,0,0,1,0,Pv2,pv,1,2008-10-24 00:16:47,2008-10-24 00:20:45,1,1
2,2008-10-24,00:39:29,00:46:01,6.533333333333333,48,26,116.38311164942208,39.89868811711711,5009.105009739163,0,0,1,0,Pv3,pv,2,2008-10-24 00:39:29,2008-10-24 00:46:01,1,2
2,2008-10-24,00:52:08,01:02:43,10.583333333333334,49,26,116.38898491295171,39.89868811711711,5418.204164748901,0,0,1,0,Pv4,pn,3,2008-10-24 00:52:08,2008-10-24 01:02:43,1,3
2,2008-10-24,01:03:13,01:06:37,3.4,49,26,116.38898491295171,39.89868811711711,5418.204164748901,0,0,0,1,Pv4,pv,4,2008-10-24 01:03:13,2008-10-24 01:06:37,1,4
2,2008-10-24,01:07:12,01:10:36,3.4,49,27,116.38898491295171,39.90319262162162,5157.124493738841,0,0,1,0,Pv5,pn,5,2008-10-24 01:07:12,2008-10-24 01:10:36,1,5
2,2008-10-24,01:10:37,01:28:39,18.03333333333333,49,26,116.38898491295171,39.89868811711711,5418.204164748901,0,0,0,1,Pv4,pn,6,2008-10-24 01:10:37,2008-10-24 01:28:39,1,6
2,2008-10-24,03:43:35,03:48:58,5.383333333333334,48,26,116.38311164942208,39.89868811711711,5009.105009739163,0,0,0,1,Pv3,pv,7,2008-10-24 03:43:35,2008-10-24 03:48:58,1,7
2,2008-10-24,03:49:03,04:13:03,24.0,47,26,116.37723838589244,39.89868811711711,4618.136940708824,0,0,1,0,Pv6,pn,8,2008-10-24 03:49:03,2008-10-24 04:13:03,1,8
2,2008-10-24,04:13:08,04:21:22,8.233333333333333,48,26,116.38311164942208,39.89868811711711,5009.105009739163,0,0,0,1,Pv3,pn,9,2008-10-24 04:13:08,2008-10-24 04:21:22,1,9
2,2008-10-24,05:00:48,05:15:54,15.1,49,26,116.38898491295171,39.89868811711711,5418.204164748901,0,0,0,1,Pv4,pn,10,2008-10-24 05:00:48,2008-10-24 05:15:54,1,10
2,2008-10-24,05:16:14,05:32:54,16.666666666666668,49,26,116.38898491295171,39.89868811711711,5418.204164748901,0,0,0,1,Pv4,pv,11,2008-10-24 05:16:14,2008-10-24 05:32:54,1,11
2,2008-10-24,13:06:30,13:11:41,5.183333333333334,38,41,116.32437901412582,39.96625568468468,4617.78220836252,0,0,1,0,Pv7,pv,12,2008-10-24 13:06:30,2008-10-24 13:11:41,1,12
2,2008-10-24,13:11:46,13:31:54,20.133333333333333,39,41,116.33025227765545,39.96625568468468,4535.62193975913,0,0,1,0,Pv8,pv,13,2008-10-24 13:11:46,2008-10-24 13:31:54,1,13
2,2008-10-24,13:31:59,13:52:06,20.116666666666667,39,42,116.33025227765545,39.97076018918919,5033.740897838651,0,0,1,0,Pv9,home,14,2008-10-24 13:31:59,2008-10-24 13:52:06,1,14
2,2008-10-24,14:11:16,15:18:53,67.61666666666666,40,32,116.33612554118508,39.92571514414414,0.0,1,0,0,0,HOME,home,0,2008-10-24 14:11:16,2008-10-24 15:18:53,1,0
2,2008-10-24,15:20:27,16:20:03,59.6,40,32,116.33612554118508,39.92571514414414,0.0,1,0,0,0,HOME,home,0,2008-10-24 15:20:27,2008-10-24 16:20:03,1,0
2,2008-10-24,16:20:32,16:45:45,25.216666666666665,40,32,116.33612554118508,39.92571514414414,0.0,1,0,0,0,HOME,home,0,2008-10-24 16:20:32,2008-10-24 16:45:45,1,0
2,2008-10-24,16:46:27,17:24:59,38.53333333333333,40,32,116.33612554118508,39.92571514414414,0.0,1,0,0,0,HOME,end,0,2008-10-24 16:46:27,2008-10-24 17:24:59,1,0
2,2008-10-25,01:02:05,01:08:42,6.616666666666666,40,32,116.33612554118508,39.92571514414414,0.0,1,0,0,0,HOME,home,0,2008-10-25 01:02:05,2008-10-25 01:08:42,0,0
2,2008-10-25,02:41:18,02:45:55,4.616666666666666,40,32,116.33612554118508,39.92571514414414,0.0,1,0,0,0,HOME,pv,0,2008-10-25 02:41:18,2008-10-25 02:45:55,0,0
2,2008-10-25,02:46:00,02:56:15,10.25,39,32,116.33025227765545,39.92571514414414,500.829932286953,0,0,1,0,Pv10,home,1,2008-10-25 02:46:00,2008-10-25 02:56:15,1,1
2,2008-10-25,02:56:20,03:13:06,16.766666666666666,40,32,116.33612554118508,39.92571514414414,0.0,1,0,0,0,HOME,home,0,2008-10-25 02:56:20,2008-10-25 03:13:06,1,0
2,2008-10-25,03:13:37,03:17:07,3.5,40,32,116.33612554118508,39.92571514414414,0.0,1,0,0,0,HOME,home,0,2008-10-25 03:13:37,2008-10-25 03:17:07,1,0
2,2008-10-25,04:25:24,04:36:13,10.816666666666666,40,32,116.33612554118508,39.92571514414414,0.0,1,0,0,0,HOME,home,0,2008-10-25 04:25:24,2008-10-25 04:36:13,1,0
2,2008-10-25,07:07:35,08:04:51,57.266666666666666,40,32,116.33612554118508,39.92571514414414,0.0,1,0,0,0,HOME,home,0,2008-10-25 07:07:35,2008-10-25 08:04:51,1,0
2,2008-10-25,08:05:17,08:12:20,7.05,40,32,116.33612554118508,39.92571514414414,0.0,1,0,0,0,HOME,home,0,2008-10-25 08:05:17,2008-10-25 08:12:20,1,0
2,2008-10-25,08:21:49,08:27:44,5.916666666666667,40,32,116.33612554118508,39.92571514414414,0.0,1,0,0,0,HOME,pv,0,2008-10-25 08:21:49,2008-10-25 08:27:44,1,0
2,2008-10-25,08:29:40,08:33:34,3.9,40,34,116.33612554118508,39.93472415315315,1001.7560958962832,0,0,1,0,Pv11,pv,2,2008-10-25 08:29:40,2008-10-25 08:33:34,2,1
2,2008-10-25,08:38:01,08:41:37,3.6,42,35,116.34787206824431,39.93922865765765,1805.8332684580312,0,0,1,0,Pv12,pv,3,2008-10-25 08:38:01,2008-10-25 08:41:37,2,2
2,2008-10-25,09:11:35,09:16:40,5.083333333333333,34,44,116.3008859600073,39.9797691981982,6719.324370789097,0,0,1,0,Pv13,pv,4,2008-10-25 09:11:35,2008-10-25 09:16:40,2,3
2,2008-10-25,09:16:45,09:28:51,12.1,34,45,116.3008859600073,39.9842737027027,7170.822538839867,0,0,1,0,Pv14,pv,5,2008-10-25 09:16:45,2008-10-25 09:28:51,2,4
2,2008-10-25,11:39:01,11:44:49,5.8,35,44,116.30675922353694,39.9797691981982,6510.941752279904,0,0,1,0,Pv15,pv,6,2008-10-25 11:39:01,2008-10-25 11:44:49,2,5
2,2008-10-25,12:31:16,12:36:59,5.716666666666667,36,43,116.31263248706657,39.97526469369369,5862.313655626538,0,0,1,0,Pv16,pn,7,2008-10-25 12:31:16,2008-10-25 12:36:59,2,6
2,2008-10-25,12:55:02,13:02:40,7.633333333333334,39,32,116.33025227765545,39.92571514414414,500.829932286953,0,0,0,1,Pv10,home,8,2008-10-25 12:55:02,2008-10-25 13:02:40,2,7
2,2008-10-25,13:03:57,13:10:46,6.816666666666666,40,32,116.33612554118508,39.92571514414414,0.0,1,0,0,0,HOME,home,0,2008-10-25 13:03:57,2008-10-25 13:10:46,2,0
2,2008-10-25,13:53:23,14:53:46,60.38333333333333,40,32,116.33612554118508,39.92571514414414,0.0,1,0,0,0,HOME,end,0,2008-10-25 13:53:23,2008-10-25 14:53:46,2,0
2,2008-10-26,02:41:52,02:46:37,4.75,40,32,116.33612554118508,39.92571514414414,0.0,1,0,0,0,HOME,pv,0,2008-10-26 02:41:52,2008-10-26 02:46:37,0,0
2,2008-10-26,02:51:23,02:55:11,3.8,40,35,116.33612554118508,39.93922865765765,1502.6341438447787,0,0,1,0,Pv17,pn,1,2008-10-26 02:51:23,2008-10-26 02:55:11,1,1
2,2008-10-26,02:55:16,03:01:03,5.783333333333333,40,34,116.33612554118508,39.93472415315315,1001.7560958962832,0,0,0,1,Pv11,pv,2,2008-10-26 02:55:16,2008-10-26 03:01:03,1,2
