person,date,first_time,last_time,duration_min,grid_ci,grid_rj,grid_center_lon,grid_center_lat,dist_home_m,is_home,is_sw,is_pv,is_pn,place_id,next_step,visit_order_in_day,first_dt,last_dt,trip_id,action_order_in_trip
39,2009-02-11,10:38:01,10:41:01,3.0,101,138,116.36547124148272,39.97641162162162,11444.020129424924,0,0,1,0,Pv1,pv,1,2009-02-11 10:38:01,2009-02-11 10:41:01,1,1
39,2009-02-11,10:54:51,11:43:56,49.083333333333336,100,143,116.35958799156704,39.998934144144144,9450.55778746218,0,0,1,0,Pv2,pn,2,2009-02-11 10:54:51,2009-02-11 11:43:56,1,2
39,2009-02-11,11:46:36,11:54:41,8.083333333333334,100,143,116.35958799156704,39.998934144144144,9450.55778746218,0,0,0,1,Pv2,pn,3,2009-02-11 11:46:36,2009-02-11 11:54:41,1,3
39,2009-02-11,23:44:07,23:53:12,9.083333333333334,100,143,116.35958799156704,39.998934144144144,9450.55778746218,0,0,0,1,Pv2,end,4,2009-02-11 23:44:07,2009-02-11 23:53:12,1,4
39,2009-02-12,23:56:59,23:59:59,3.0,100,143,116.35958799156704,39.998934144144144,9450.55778746218,0,0,0,1,Pv2,end,1,2009-02-12 23:56:59,2009-02-12 23:59:59,1,1
39,2009-02-13,00:01:04,00:05:34,4.5,100,142,116.35958799156704,39.99442963963964,9878.952336071365,0,0,1,0,Pv3,pn,1,2009-02-13 00:01:04,2009-02-13 00:05:34,1,1
39,2009-02-13,00:12:19,00:17:24,5.083333333333333,101,138,116.36547124148272,39.97641162162162,11444.020129424924,0,0,0,1,Pv1,pv,2,2009-02-13 00:12:19,2009-02-13 00:17:24,1,2
39,2009-02-13,04:10:34,04:16:19,5.75,117,120,116.45960324013346,39.89533054054054,19846.875899356008,0,0,1,0,Pv4,pn,3,2009-02-13 04:10:34,2009-02-13 04:16:19,1,3
39,2009-02-13,04:17:09,04:20:39,3.5,117,120,116.45960324013346,39.89533054054054,19846.875899356008,0,0,0,1,Pv4,pv,4,2009-02-13 04:17:09,2009-02-13 04:20:39,1,4
39,2009-02-13,04:20:44,04:23:54,3.1666666666666665,118,120,116.46548649004912,39.89533054054054,19941.59976175964,0,0,1,0,Pv5,pv,5,2009-02-13 04:20:44,2009-02-13 04:23:54,1,5
39,2009-02-13,04:31:29,04:38:54,7.416666666666667,116,120,116.4537199902178,39.89533054054054,19764.41467005724,0,0,1,0,Pv6,end,6,2009-02-13 04:31:29,2009-02-13 04:38:54,1,6
39,2009-02-14,02:33:39,02:36:39,3.0,101,140,116.36547124148272,39.98542063063063,10530.555991786718,0,0,1,0,Pv7,pn,1,2009-02-14 02:33:39,2009-02-14 02:36:39,1,1
39,2009-02-14,02:38:19,02:42:04,3.75,101,138,116.36547124148272,39.97641162162162,11444.020129424924,0,0,0,1,Pv1,pv,2,2009-02-14 02:38:19,2009-02-14 02:42:04,1,2
39,2009-02-14,06:44:43,06:51:48,7.083333333333333,108,121,116.40665399089242,39.899835045045045,19059.747984736183,0,0,1,0,Pv8,pv,3,2009-02-14 06:44:43,2009-02-14 06:51:48,1,3
39,2009-02-14,06:51:53,06:59:18,7.416666666666667,107,121,116.40077074097675,39.899835045045045,19092.674423586952,0,0,1,0,Pv9,pv,4,2009-02-14 06:51:53,2009-02-14 06:59:18,1,4
39,2009-02-14,06:59:23,07:11:47,12.4,106,121,116.39488749106108,39.899835045045045,19138.67627089831,0,0,1,0,Pv10,pv,5,2009-02-14 06:59:23,2009-02-14 07:11:47,1,5
39,2009-02-14,07:13:37,07:22:11,8.566666666666666,105,120,116.3890042411454,39.89533054054054,19694.37010744555,0,0,1,0,Pv11,pv,6,2009-02-14 07:13:37,2009-02-14 07:22:11,1,6
39,2009-02-14,07:24:03,07:31:02,6.983333333333333,106,119,116.39488749106108,39.89082603603603,20135.20683396433,0,0,1,0,Pv12,pn,7,2009-02-14 07:24:03,2009-02-14 07:31:02,1,7
39,2009-02-14,07:34:57,07:43:06,8.15,105,120,116.3890042411454,39.89533054054054,19694.37010744555,0,0,0,1,Pv11,pv,8,2009-02-14 07:34:57,2009-02-14 07:43:06,1,8
39,2009-02-14,08:02:57,08:11:27,8.5,110,122,116.41842049072376,39.90433954954955,18532.4877740922,0,0,1,0,Pv13,pv,9,2009-02-14 08:02:57,2009-02-14 08:11:27,1,9
