person,date,first_time,last_time,duration_min,grid_ci,grid_rj,grid_center_lon,grid_center_lat,dist_home_m,is_home,is_sw,is_pv,is_pn,place_id,next_step,visit_order_in_day,first_dt,last_dt,trip_id,action_order_in_trip
52,2008-01-16,07:57:10,08:03:32,6.366666666666666,12,136,116.30814614713086,39.98648361261261,4006.487819886684,0,0,1,0,Pv1,pn,1,2008-01-16 07:57:10,2008-01-16 08:03:32,1,1
52,2008-01-16,08:07:26,08:11:12,3.7666666666666666,12,136,116.30814614713086,39.98648361261261,4006.487819886684,0,0,0,1,Pv1,pv,2,2008-01-16 08:07:26,2008-01-16 08:11:12,1,2
52,2008-01-16,08:12:28,08:23:20,10.866666666666667,11,136,116.30226788486996,39.98648361261261,4507.298783494375,0,0,1,0,Pv2,pv,3,2008-01-16 08:12:28,2008-01-16 08:23:20,1,3
52,2008-01-16,08:26:34,08:30:11,3.6166666666666663,12,137,116.30814614713086,39.99098811711711,4037.544429231125,0,0,1,0,Pv3,pn,4,2008-01-16 08:26:34,2008-01-16 08:30:11,1,4
52,2008-01-16,08:30:29,08:35:35,5.1,12,136,116.30814614713086,39.98648361261261,4006.487819886684,0,0,0,1,Pv1,pn,5,2008-01-16 08:30:29,2008-01-16 08:35:35,1,5
52,2008-01-16,08:37:05,08:47:40,10.583333333333334,12,136,116.30814614713086,39.98648361261261,4006.487819886684,0,0,0,1,Pv1,pv,6,2008-01-16 08:37:05,2008-01-16 08:47:40,1,6
52,2008-01-16,08:59:42,09:07:28,7.766666666666667,19,135,116.34929398295718,39.981979108108106,708.3127819579672,0,0,1,0,Pv4,pv,7,2008-01-16 08:59:42,2008-01-16 09:07:28,1,7
52,2008-01-16,09:16:44,09:21:58,5.233333333333333,20,135,116.35517224521809,39.981979108108106,500.87804794849535,0,0,1,0,Pv5,end,8,2008-01-16 09:16:44,2008-01-16 09:21:58,1,8
52,2008-01-17,09:24:22,09:30:06,5.733333333333333,16,134,116.33165919617448,39.9774746036036,2239.8729170313286,0,0,1,0,Pv6,pv,1,2008-01-17 09:24:22,2008-01-17 09:30:06,1,1
52,2008-01-17,09:30:28,09:37:11,6.716666666666667,16,135,116.33165919617448,39.981979108108106,2064.9769121771947,0,0,1,0,Pv7,pn,2,2008-01-17 09:30:28,2008-01-17 09:37:11,1,2
52,2008-01-17,09:37:37,09:47:37,10.0,16,134,116.33165919617448,39.9774746036036,2239.8729170313286,0,0,0,1,Pv6,pv,3,2008-01-17 09:37:37,2008-01-17 09:47:37,1,3
52,2008-01-17,09:47:58,09:54:17,6.316666666666666,17,133,116.33753745843538,39.9729700990991,2125.0083788749444,0,0,1,0,Pv8,pv,4,2008-01-17 09:47:58,2008-01-17 09:54:17,1,4
52,2008-01-17,23:45:18,23:51:19,6.016666666666667,22,132,116.3669287697399,39.96846559459459,2239.993802840646,0,0,1,0,Pv9,pv,5,2008-01-17 23:45:18,2008-01-17 23:51:19,1,5
52,2008-01-17,23:52:53,23:55:57,3.066666666666667,22,130,116.3669287697399,39.95945658558559,3167.851144876399,0,0,1,0,Pv10,end,6,2008-01-17 23:52:53,2008-01-17 23:55:57,1,6
52,2008-01-18,00:18:52,00:22:03,3.183333333333333,26,122,116.39044181878351,39.92342054954955,7629.534642866556,0,0,1,0,Pv11,pv,1,2008-01-18 00:18:52,2008-01-18 00:22:03,1,1
52,2008-01-18,00:32:10,00:40:01,7.85,31,122,116.41983313008804,39.92342054954955,8918.994253985486,0,0,1,0,Pv12,pv,2,2008-01-18 00:32:10,2008-01-18 00:40:01,1,2
52,2008-01-18,07:24:56,07:31:51,6.916666666666667,22,127,116.3669287697399,39.94594307207207,4617.902780249935,0,0,1,0,Pv13,pn,3,2008-01-18 07:24:56,2008-01-18 07:31:51,1,3
52,2008-01-18,07:50:15,07:58:51,8.6,19,135,116.34929398295718,39.981979108108106,708.3127819579672,0,0,0,1,Pv4,home,4,2008-01-18 07:50:15,2008-01-18 07:58:51,1,4
52,2008-01-18,07:59:05,08:04:49,5.733333333333333,20,136,116.35517224521809,39.98648361261261,0.0,1,0,0,0,HOME,end,0,2008-01-18 07:59:05,2008-01-18 08:04:49,1,0
52,2008-01-19,06:56:16,07:09:11,12.916666666666666,19,135,116.34929398295718,39.981979108108106,708.3127819579672,0,0,0,1,Pv4,pv,1,2008-01-19 06:56:16,2008-01-19 07:09:11,1,1
52,2008-01-19,07:24:57,07:42:09,17.2,19,126,116.34929398295718,39.941438567567566,5033.771832215445,0,0,1,0,Pv14,pv,2,2008-01-19 07:24:57,2008-01-19 07:42:09,1,2
