person,date,first_time,last_time,duration_min,grid_ci,grid_rj,grid_center_lon,grid_center_lat,dist_home_m,is_home,is_sw,is_pv,is_pn,place_id,next_step,visit_order_in_day
41,2009-02-13,03:48:06,03:51:57,3.85,107,70,116.26826120122037,39.90752861531531,5600.123024768848,0,0,1,0,Pv1,pv,1
41,2009-02-13,03:54:59,04:00:20,5.35,109,70,116.28001041432728,39.90752861531531,5863.147643208583,0,0,1,0,Pv2,pn,2
41,2009-02-13,04:22:09,04:26:28,4.316666666666666,109,70,116.28001041432728,39.90752861531531,5863.147643208583,0,0,0,1,Pv2,pv,3
41,2009-02-13,04:35:26,04:41:16,5.833333333333333,109,74,116.28001041432728,39.925546633333326,7776.042717073705,0,0,1,0,Pv3,pv,4
41,2009-02-13,04:41:20,04:44:23,3.05,109,75,116.28001041432728,39.930051137837836,8260.981745763003,0,0,1,0,Pv4,pv,5
41,2009-02-13,04:51:40,04:57:06,5.433333333333334,107,77,116.26826120122037,39.93906014684684,9071.34585389747,0,0,1,0,Pv5,pv,6
41,2009-02-13,04:57:23,05:00:26,3.05,107,78,116.26826120122037,39.943564651351345,9569.313758489609,0,0,1,0,Pv6,pv,7
41,2009-02-13,07:11:24,07:14:43,3.316666666666667,107,74,116.26826120122037,39.925546633333326,7579.743450867578,0,0,1,0,Pv7,pv,8
41,2009-02-13,07:14:45,07:18:26,3.683333333333333,107,73,116.26826120122037,39.92104212882882,7083.57897593656,0,0,1,0,Pv8,pv,9
41,2009-02-13,07:18:30,07:21:39,3.15,107,72,116.26826120122037,39.91653762432432,6588.127888056605,0,0,1,0,Pv9,pv,10
41,2009-02-13,07:21:43,07:24:59,3.2666666666666666,107,71,116.26826120122037,39.91203311981982,6093.564200377891,0,0,1,0,Pv10,pn,11
41,2009-02-13,07:25:04,07:31:26,6.366666666666666,107,70,116.26826120122037,39.90752861531531,5600.123024768848,0,0,0,1,Pv1,pv,12
41,2009-02-13,07:31:30,07:40:46,9.266666666666667,107,69,116.26826120122037,39.903024110810804,5108.129672851199,0,0,1,0,Pv11,pn,13
41,2009-02-13,07:42:29,07:45:48,3.316666666666667,107,69,116.26826120122037,39.903024110810804,5108.129672851199,0,0,0,1,Pv11,pv,14
41,2009-02-13,10:16:05,10:21:09,5.066666666666666,104,70,116.25063738155998,39.90752861531531,5532.413333265259,0,0,1,0,Pv12,pv,15
41,2009-02-13,10:25:51,10:28:55,3.066666666666667,100,70,116.22713895534613,39.90752861531531,6052.920127021671,0,0,1,0,Pv13,pv,16
41,2009-02-13,10:29:04,10:40:31,11.45,100,69,116.22713895534613,39.903024110810804,5600.874908252876,0,0,1,0,Pv14,pv,17
41,2009-02-13,13:06:00,13:16:29,10.483333333333333,99,69,116.22126434879267,39.903024110810804,5842.417612118803,0,0,1,0,Pv15,pn,18
41,2009-02-13,13:16:32,13:26:22,9.833333333333334,100,69,116.22713895534613,39.903024110810804,5600.874908252876,0,0,0,1,Pv14,end,19
41,2009-02-14,03:34:58,03:44:23,9.416666666666666,103,68,116.24476277500652,39.8985196063063,4618.04690864818,0,0,1,0,Pv16,pv,1
41,2009-02-14,03:44:24,03:49:28,5.066666666666666,103,69,116.24476277500652,39.903024110810804,5108.129672851199,0,0,1,0,Pv17,pn,2
41,2009-02-14,03:57:54,04:08:12,10.3,103,69,116.24476277500652,39.903024110810804,5108.129672851199,0,0,0,1,Pv17,pv,3
41,2009-02-14,04:48:08,04:56:26,8.3,102,69,116.23888816845306,39.903024110810804,5229.662735716103,0,0,1,0,Pv18,pv,4
41,2009-02-14,04:56:30,04:59:34,3.066666666666667,102,70,116.23888816845306,39.90752861531531,5711.188921145281,0,0,1,0,Pv19,pv,5
