person,date,first_time,last_time,duration_min,grid_ci,grid_rj,grid_center_lon,grid_center_lat,dist_home_m,is_home,is_sw,is_pv,is_pn,place_id,next_step,visit_order_in_day,first_dt,last_dt,trip_id,action_order_in_trip
4,2008-10-23,18:03:18,18:08:08,4.833333333333333,42,141,116.31848990874356,40.009278135135126,1119.9191006319206,0,0,1,0,Pv1,end,1,2008-10-23 18:03:18,2008-10-23 18:08:08,1,1
4,2008-10-24,01:54:59,02:05:49,10.833333333333334,42,141,116.31848990874356,40.009278135135126,1119.9191006319206,0,0,0,1,Pv1,home,1,2008-10-24 01:54:59,2008-10-24 02:05:49,1,1
4,2008-10-24,02:08:09,02:12:44,4.583333333333333,43,139,116.32436847799936,40.00026912612612,0.0,1,0,0,0,HOME,pv,0,2008-10-24 02:08:09,2008-10-24 02:12:44,1,0
4,2008-10-24,09:28:49,09:32:09,3.333333333333333,43,138,116.32436847799936,39.99576462162162,500.87804794849535,0,0,1,0,Pv2,pv,2,2008-10-24 09:28:49,2008-10-24 09:32:09,2,1
4,2008-10-24,10:07:42,10:10:49,3.1166666666666667,43,137,116.32436847799936,39.99126011711711,1001.756095897698,0,0,1,0,Pv3,home,3,2008-10-24 10:07:42,2008-10-24 10:10:49,2,2
4,2008-10-24,11:13:55,11:23:00,9.083333333333334,43,139,116.32436847799936,40.00026912612612,0.0,1,0,0,0,HOME,pn,0,2008-10-24 11:13:55,2008-10-24 11:23:00,2,0
4,2008-10-24,11:23:05,11:29:12,6.116666666666666,43,138,116.32436847799936,39.99576462162162,500.87804794849535,0,0,0,1,Pv2,pv,4,2008-10-24 11:23:05,2008-10-24 11:29:12,3,1
4,2008-10-24,11:31:07,11:52:56,21.816666666666663,44,137,116.33024704725516,39.99126011711711,1119.9486397448095,0,0,1,0,Pv4,pn,5,2008-10-24 11:31:07,2008-10-24 11:52:56,3,2
4,2008-10-24,11:55:46,12:01:57,6.183333333333334,43,138,116.32436847799936,39.99576462162162,500.87804794849535,0,0,0,1,Pv2,home,6,2008-10-24 11:55:46,2008-10-24 12:01:57,3,3
4,2008-10-24,15:58:59,16:01:59,3.0,43,139,116.32436847799936,40.00026912612612,0.0,1,0,0,0,HOME,end,0,2008-10-24 15:58:59,2008-10-24 16:01:59,3,0
4,2008-10-25,05:03:52,05:11:12,7.333333333333333,43,138,116.32436847799936,39.99576462162162,500.87804794849535,0,0,0,1,Pv2,pv,1,2008-10-25 05:03:52,2008-10-25 05:11:12,1,1
4,2008-10-25,05:16:17,05:21:42,5.416666666666667,43,135,116.32436847799936,39.9822511081081,2003.5121917939812,0,0,1,0,Pv5,pn,2,2008-10-25 05:16:17,2008-10-25 05:21:42,1,2
4,2008-10-25,09:17:36,09:23:26,5.833333333333333,43,135,116.32436847799936,39.9822511081081,2003.5121917939812,0,0,0,1,Pv5,pv,3,2008-10-25 09:17:36,2008-10-25 09:23:26,1,3
4,2008-10-25,09:23:46,09:29:01,5.25,43,136,116.32436847799936,39.986755612612605,1502.6341438461934,0,0,1,0,Pv6,pn,4,2008-10-25 09:23:46,2008-10-25 09:29:01,1,4
4,2008-10-25,09:29:06,09:32:26,3.333333333333333,43,137,116.32436847799936,39.99126011711711,1001.756095897698,0,0,0,1,Pv3,pv,5,2008-10-25 09:29:06,2008-10-25 09:32:26,1,5
4,2008-10-25,09:37:51,09:56:47,18.933333333333334,44,139,116.33024704725516,40.00026912612612,500.7360584318757,0,0,1,0,Pv7,home,6,2008-10-25 09:37:51,2008-10-25 09:56:47,1,6
