person,date,first_time,last_time,duration_min,grid_ci,grid_rj,grid_center_lon,grid_center_lat,dist_home_m,is_home,is_sw,is_pv,is_pn,place_id,next_step,visit_order_in_day
62,2007-12-07,10:20:24,10:25:10,4.766666666666667,131,216,116.3279089390351,39.97347957297297,2504.2944446768297,0,0,1,0,Pv1,home,1
62,2007-12-07,10:36:23,10:39:41,3.3,127,219,116.30439629662182,39.986993086486486,0.0,1,0,0,0,HOME,pv,0
62,2007-12-07,10:39:44,10:44:01,4.283333333333333,126,219,116.29851813601849,39.986993086486486,500.79858741487703,0,0,1,0,Pv2,home,2
62,2007-12-07,23:26:42,23:49:22,22.666666666666668,127,219,116.30439629662182,39.986993086486486,0.0,1,0,0,0,HOME,end,0
62,2007-12-08,00:00:01,00:13:25,13.4,128,223,116.31027445722513,40.005011104504504,2065.1378090743824,0,0,1,0,Pv3,pv,1
62,2007-12-08,00:23:25,01:10:34,47.15,129,222,116.31615261782845,40.0005066,1805.7983840726824,0,0,1,0,Pv4,pv,2
62,2007-12-08,01:14:34,01:27:04,12.5,129,223,116.31615261782845,40.005011104504504,2239.864588045054,0,0,1,0,Pv5,pn,3
62,2007-12-08,01:31:04,02:00:04,29.0,128,223,116.31027445722513,40.005011104504504,2065.1378090743824,0,0,0,1,Pv3,pv,4
62,2007-12-08,02:00:07,02:05:04,4.95,128,222,116.31027445722513,40.0005066,1583.8746727380933,0,0,1,0,Pv6,pv,5
62,2007-12-08,08:28:59,08:46:45,17.766666666666666,131,221,116.3279089390351,39.99600209549549,2239.5922911522985,0,0,1,0,Pv7,pv,6
62,2007-12-08,08:58:13,09:02:13,4.0,128,218,116.31027445722513,39.98248858198198,708.3040172351024,0,0,1,0,Pv8,pn,7
62,2007-12-08,09:31:35,10:11:34,39.983333333333334,128,222,116.31027445722513,40.0005066,1583.8746727380933,0,0,0,1,Pv6,end,8
62,2007-12-09,04:58:07,05:27:56,29.816666666666666,127,218,116.30439629662182,39.98248858198198,500.87804794849535,0,0,1,0,Pv9,pn,1
62,2007-12-09,05:28:53,05:32:09,3.2666666666666666,128,218,116.31027445722513,39.98248858198198,708.3040172351024,0,0,0,1,Pv8,pv,2
