person,date,first_time,last_time,duration_min,grid_ci,grid_rj,grid_center_lon,grid_center_lat,dist_home_m,is_home,is_sw,is_pv,is_pn,place_id,next_step,visit_order_in_day
17,2008-10-30,09:34:10,09:39:04,4.9,105,145,116.326994630546,39.99468145315315,7628.685883287227,0,0,1,0,Pv1,pv,1
17,2008-10-30,09:39:34,09:44:16,4.7,106,146,116.33287280226548,39.99918595765766,7394.776475380619,0,0,1,0,Pv2,pv,2
17,2008-10-30,09:50:10,09:53:29,3.316666666666667,107,149,116.33875097398496,40.01269947117117,7823.025809901984,0,0,1,0,Pv3,pv,3
17,2008-10-30,09:53:33,10:14:43,21.166666666666668,107,150,116.33875097398496,40.01720397567567,8152.656337945208,0,0,1,0,Pv4,pn,4
17,2008-10-30,10:30:56,10:38:44,7.8,107,150,116.33875097398496,40.01720397567567,8152.656337945208,0,0,0,1,Pv4,pn,5
17,2008-10-30,11:27:22,11:33:29,6.116666666666666,107,150,116.33875097398496,40.01720397567567,8152.656337945208,0,0,0,1,Pv4,pv,6
17,2008-10-30,11:33:32,12:44:04,70.53333333333333,108,150,116.34462914570445,40.01720397567567,7790.9127258114095,0,0,1,0,Pv5,pn,7
17,2008-10-30,23:44:53,23:49:03,4.166666666666667,106,146,116.33287280226548,39.99918595765766,7394.776475380619,0,0,0,1,Pv2,pn,8
17,2008-10-30,23:49:12,23:52:15,3.05,105,145,116.326994630546,39.99468145315315,7628.685883287227,0,0,0,1,Pv1,pv,9
17,2008-10-30,23:52:18,23:55:46,3.466666666666667,105,144,116.326994630546,39.990176948648646,7445.832615809583,0,0,1,0,Pv6,end,10
17,2008-10-31,09:23:31,09:26:42,3.183333333333333,105,145,116.326994630546,39.99468145315315,7628.685883287227,0,0,0,1,Pv1,pn,1
17,2008-10-31,09:27:07,09:30:43,3.6,106,146,116.33287280226548,39.99918595765766,7394.776475380619,0,0,0,1,Pv2,pn,2
17,2008-10-31,09:36:50,09:41:04,4.233333333333333,107,149,116.33875097398496,40.01269947117117,7823.025809901984,0,0,0,1,Pv3,end,3
17,2008-11-01,02:03:07,02:08:58,5.85,108,150,116.34462914570445,40.01720397567567,7790.9127258114095,0,0,0,1,Pv5,pv,1
17,2008-11-01,02:19:06,02:22:30,3.4,108,144,116.34462914570445,39.990176948648646,6051.9389587713695,0,0,1,0,Pv7,pv,2
17,2008-11-01,02:22:32,02:26:03,3.5166666666666666,108,143,116.34462914570445,39.98567244414414,5862.598155406979,0,0,1,0,Pv8,pv,3
17,2008-11-01,02:37:38,02:41:33,3.9166666666666665,109,133,116.35050731742393,39.9406273990991,5842.582649791154,0,0,1,0,Pv9,pv,4
17,2008-11-01,02:47:53,02:55:43,7.833333333333333,106,132,116.33287280226548,39.93612289459459,7397.421292450854,0,0,1,0,Pv10,pv,5
17,2008-11-01,05:11:19,05:42:16,30.95,107,132,116.33875097398496,39.93612289459459,6960.272653492094,0,0,1,0,Pv11,pv,6
17,2008-11-01,05:42:22,05:46:42,4.333333333333333,108,132,116.34462914570445,39.93612289459459,6532.309289448318,0,0,1,0,Pv12,pn,7
17,2008-11-01,06:13:10,06:20:41,7.516666666666667,108,150,116.34462914570445,40.01720397567567,7790.9127258114095,0,0,0,1,Pv5,pv,8
17,2008-11-01,07:39:01,07:44:50,5.816666666666666,108,148,116.34462914570445,40.008194966666665,7118.087692878725,0,0,1,0,Pv13,pv,9
17,2008-11-01,07:47:00,08:03:29,16.483333333333334,108,147,116.34462914570445,40.00369046216216,6812.065349343973,0,0,1,0,Pv14,pv,10
17,2008-11-01,08:28:01,09:00:50,32.81666666666667,118,160,116.4034108628993,40.06224902072072,10530.34443086228,0,0,1,0,Pv15,end,11
17,2008-11-03,00:10:16,00:16:28,6.2,108,144,116.34462914570445,39.990176948648646,6051.9389587713695,0,0,0,1,Pv7,pn,1
17,2008-11-03,00:16:30,00:20:32,4.033333333333333,108,143,116.34462914570445,39.98567244414414,5862.598155406979,0,0,0,1,Pv8,pv,2
17,2008-11-03,01:00:05,01:16:23,16.3,113,112,116.37402000430188,39.8460328045045,13854.26416181502,0,0,1,0,Pv16,pv,3
17,2008-11-03,01:27:27,01:31:16,3.816666666666667,112,121,116.3681418325824,39.88657334504504,9674.475643368656,0,0,1,0,Pv17,pn,4
17,2008-11-03,23:54:25,23:57:47,3.3666666666666667,106,146,116.33287280226548,39.99918595765766,7394.776475380619,0,0,0,1,Pv2,end,5
17,2008-11-04,00:01:35,00:05:11,3.6,105,144,116.326994630546,39.990176948648646,7445.832615809583,0,0,0,1,Pv6,pn,1
17,2008-11-04,09:34:56,09:39:17,4.35,106,146,116.33287280226548,39.99918595765766,7394.776475380619,0,0,0,1,Pv2,pn,2
17,2008-11-04,09:44:46,09:47:54,3.1333333333333333,107,149,116.33875097398496,40.01269947117117,7823.025809901984,0,0,0,1,Pv3,pn,3
17,2008-11-04,09:47:58,09:51:00,3.033333333333333,107,150,116.33875097398496,40.01720397567567,8152.656337945208,0,0,0,1,Pv4,end,4
17,2008-11-05,00:55:37,00:59:15,3.6333333333333333,107,150,116.33875097398496,40.01720397567567,8152.656337945208,0,0,0,1,Pv4,pv,1
17,2008-11-05,03:48:39,03:59:52,11.216666666666667,78,123,116.16828399411989,39.89558235405405,22056.813145618566,0,0,1,0,Pv18,pn,2
17,2008-11-05,05:01:39,05:10:17,8.633333333333333,113,112,116.37402000430188,39.8460328045045,13854.26416181502,0,0,0,1,Pv16,pv,3
17,2008-11-05,05:24:11,05:27:12,3.0166666666666666,112,125,116.3681418325824,39.90459136306306,7840.90252875162,0,0,1,0,Pv19,home,4
17,2008-11-05,05:48:07,05:51:25,3.3,119,139,116.4092890346188,39.967654426126124,0.0,1,0,0,0,HOME,home,0
17,2008-11-05,07:45:42,08:03:14,17.533333333333335,119,139,116.4092890346188,39.967654426126124,0.0,1,0,0,0,HOME,pv,0
17,2008-11-05,08:04:14,08:09:17,5.05,117,139,116.39753269117982,39.967654426126124,1001.882549144583,0,0,1,0,Pv20,pn,5
17,2008-11-05,08:23:54,08:35:28,11.566666666666666,107,150,116.33875097398496,40.01720397567567,8152.656337945208,0,0,0,1,Pv4,end,6
17,2008-11-06,02:06:44,02:10:15,3.5166666666666666,114,143,116.37989817602136,39.98567244414414,3207.1734169944707,0,0,1,0,Pv21,home,1
17,2008-11-06,02:17:53,02:35:36,17.716666666666665,119,139,116.4092890346188,39.967654426126124,0.0,1,0,0,0,HOME,pv,0
17,2008-11-06,02:57:59,03:01:35,3.6,109,128,116.35050731742393,39.91810487657657,7447.733541950709,0,0,1,0,Pv22,pv,2
17,2008-11-06,03:07:11,03:10:57,3.7666666666666666,110,126,116.35638548914342,39.909095867567565,7920.999904751863,0,0,1,0,Pv23,pv,3
17,2008-11-06,03:10:59,03:26:01,15.033333333333333,109,126,116.35050731742393,39.909095867567565,8216.703889626637,0,0,1,0,Pv24,pv,4
17,2008-11-06,04:08:00,04:12:08,4.133333333333334,108,131,116.34462914570445,39.93161839009009,6814.414631991182,0,0,1,0,Pv25,pv,5
17,2008-11-06,04:18:37,04:33:38,15.016666666666667,108,130,116.34462914570445,39.927113885585584,7120.616996657535,0,0,1,0,Pv26,pn,6
17,2008-11-06,04:39:08,04:54:42,15.566666666666666,108,131,116.34462914570445,39.93161839009009,6814.414631991182,0,0,0,1,Pv25,pn,7
17,2008-11-06,04:54:58,05:00:33,5.583333333333333,108,131,116.34462914570445,39.93161839009009,6814.414631991182,0,0,0,1,Pv25,pv,8
17,2008-11-06,05:01:54,05:18:04,16.166666666666668,109,129,116.35050731742393,39.92260938108108,7085.098959406165,0,0,1,0,Pv27,home,9
17,2008-11-06,05:34:01,06:19:59,45.96666666666667,119,139,116.4092890346188,39.967654426126124,0.0,1,0,0,0,HOME,pv,0
17,2008-11-06,06:21:02,06:25:02,4.0,119,138,116.4092890346188,39.96314992162162,500.878047947788,0,0,1,0,Pv28,pn,10
17,2008-11-06,06:29:43,06:33:26,3.716666666666667,119,138,116.4092890346188,39.96314992162162,500.878047947788,0,0,0,1,Pv28,home,11
17,2008-11-06,06:33:31,07:03:36,30.083333333333332,119,139,116.4092890346188,39.967654426126124,0.0,1,0,0,0,HOME,pn,0
17,2008-11-06,07:37:42,07:44:48,7.1,110,126,116.35638548914342,39.909095867567565,7920.999904751863,0,0,0,1,Pv23,home,12
17,2008-11-06,08:37:16,08:47:30,10.233333333333333,119,139,116.4092890346188,39.967654426126124,0.0,1,0,0,0,HOME,pv,0
17,2008-11-06,08:51:40,08:55:12,3.533333333333333,118,141,116.4034108628993,39.97666343513513,1120.0108766105982,0,0,1,0,Pv29,pv,13
17,2008-11-06,09:10:37,09:14:09,3.533333333333333,108,149,116.34462914570445,40.01269947117117,7445.258087938026,0,0,1,0,Pv30,pn,14
17,2008-11-06,09:15:09,09:25:57,10.8,107,150,116.33875097398496,40.01720397567567,8152.656337945208,0,0,0,1,Pv4,pn,15
17,2008-11-06,12:21:46,12:50:17,28.516666666666666,108,150,116.34462914570445,40.01720397567567,7790.9127258114095,0,0,0,1,Pv5,pn,16
17,2008-11-06,12:59:09,13:09:08,9.983333333333333,108,150,116.34462914570445,40.01720397567567,7790.9127258114095,0,0,0,1,Pv5,pn,17
17,2008-11-06,13:09:10,13:23:34,14.4,108,149,116.34462914570445,40.01269947117117,7445.258087938026,0,0,0,1,Pv30,pn,18
17,2008-11-06,13:23:44,13:42:38,18.9,108,150,116.34462914570445,40.01720397567567,7790.9127258114095,0,0,0,1,Pv5,end,19
17,2008-11-07,09:19:20,09:24:09,4.816666666666666,105,145,116.326994630546,39.99468145315315,7628.685883287227,0,0,0,1,Pv1,pn,1
17,2008-11-07,09:24:38,09:30:07,5.483333333333333,106,146,116.33287280226548,39.99918595765766,7394.776475380619,0,0,0,1,Pv2,pv,2
17,2008-11-07,09:32:19,09:35:51,3.533333333333333,108,146,116.34462914570445,39.99918595765766,6530.164910373281,0,0,1,0,Pv31,pn,3
