person,date,first_time,last_time,duration_min,grid_ci,grid_rj,grid_center_lon,grid_center_lat,dist_home_m,is_home,is_sw,is_pv,is_pn,place_id,next_step,visit_order_in_day,first_dt,last_dt,trip_id,action_order_in_trip
30,2009-01-13,02:32:22,02:36:32,4.166666666666667,44,216,116.33013107619442,39.972973972972966,4038.1809872409913,0,0,1,0,Pv1,pv,1,2009-01-13 02:32:22,2009-01-13 02:36:32,1,1
30,2009-01-13,02:47:10,02:52:43,5.55,44,221,116.33013107619442,39.99549649549549,1583.8207006840832,0,0,1,0,Pv2,pv,2,2009-01-13 02:47:10,2009-01-13 02:52:43,1,2
30,2009-01-13,02:54:32,03:00:35,6.05,43,222,116.32425418809908,40.000001,1001.7560958969908,0,0,1,0,Pv3,pn,3,2009-01-13 02:54:32,2009-01-13 03:00:35,1,3
30,2009-01-13,04:40:01,04:43:01,3.0,43,222,116.32425418809908,40.000001,1001.7560958969908,0,0,0,1,Pv3,pv,4,2009-01-13 04:40:01,2009-01-13 04:43:01,1,4
30,2009-01-13,06:11:20,06:18:00,6.666666666666667,44,222,116.33013107619442,40.000001,1119.855967326259,0,0,1,0,Pv4,pn,5,2009-01-13 06:11:20,2009-01-13 06:18:00,1,5
30,2009-01-13,16:11:48,16:14:51,3.05,43,222,116.32425418809908,40.000001,1001.7560958969908,0,0,0,1,Pv3,home,6,2009-01-13 16:11:48,2009-01-13 16:14:51,1,6
30,2009-01-13,16:17:49,16:21:43,3.9,43,224,116.32425418809908,40.009010009009,0.0,1,0,0,0,HOME,end,0,2009-01-13 16:17:49,2009-01-13 16:21:43,1,0
30,2009-01-14,00:46:58,01:02:33,15.583333333333334,43,224,116.32425418809908,40.009010009009,0.0,1,0,0,0,HOME,pv,0,2009-01-14 00:46:58,2009-01-14 01:02:33,0,0
30,2009-01-14,05:57:16,06:00:24,3.1333333333333333,42,224,116.31837730000376,40.009010009009,500.52876964796377,0,0,1,0,Pv5,home,1,2009-01-14 05:57:16,2009-01-14 06:00:24,1,1
30,2009-01-14,06:07:16,06:10:44,3.466666666666667,43,224,116.32425418809908,40.009010009009,0.0,1,0,0,0,HOME,pn,0,2009-01-14 06:07:16,2009-01-14 06:10:44,1,0
30,2009-01-14,06:16:36,06:35:53,19.28333333333333,43,222,116.32425418809908,40.000001,1001.7560958969908,0,0,0,1,Pv3,pv,2,2009-01-14 06:16:36,2009-01-14 06:35:53,2,1
30,2009-01-14,08:18:16,08:29:14,10.966666666666669,42,221,116.31837730000376,39.99549649549549,1583.8207006840832,0,0,1,0,Pv6,pn,3,2009-01-14 08:18:16,2009-01-14 08:29:14,2,2
30,2009-01-14,09:50:26,09:54:04,3.633333333333333,43,222,116.32425418809908,40.000001,1001.7560958969908,0,0,0,1,Pv3,pv,4,2009-01-14 09:50:26,2009-01-14 09:54:04,2,3
30,2009-01-14,09:54:07,09:57:08,3.0166666666666666,43,223,116.32425418809908,40.0045055045045,500.87804794849535,0,0,1,0,Pv7,home,5,2009-01-14 09:54:07,2009-01-14 09:57:08,2,4
30,2009-01-14,09:57:10,10:24:17,27.116666666666667,43,224,116.32425418809908,40.009010009009,0.0,1,0,0,0,HOME,pn,0,2009-01-14 09:57:10,2009-01-14 10:24:17,2,0
