person,date,first_time,last_time,duration_min,grid_ci,grid_rj,grid_center_lon,grid_center_lat,dist_home_m,is_home,is_sw,is_pv,is_pn,place_id,next_step,visit_order_in_day,first_dt,last_dt,trip_id,action_order_in_trip
84,2008-07-21,23:24:34,23:33:23,8.816666667,145,218,116.3287679,39.98243998,10142.08276,0,0,1,0,Pv1,pv,1,2008-07-21 23:24:34,2008-07-21 23:33:23,1,1
84,2008-07-21,23:49:31,23:52:37,3.1,159,219,116.4110408,39.98694449,6195.511138,0,0,1,0,Pv2,pv,2,2008-07-21 23:49:31,2008-07-21 23:52:37,1,2
84,2008-07-21,23:52:39,23:56:01,3.366666667,160,219,116.4169174,39.98694449,6093.44076,0,0,1,0,Pv3,end,3,2008-07-21 23:52:39,2008-07-21 23:56:01,1,3
84,2008-07-22,00:02:19,00:05:33,3.233333333,160,215,116.4169174,39.96892647,4130.372782,0,0,1,0,Pv4,pv,1,2008-07-22 00:02:19,2008-07-22 00:05:33,1,1
84,2008-07-22,00:10:31,00:14:19,3.8,160,211,116.4169174,39.95090845,2240.102784,0,0,1,0,Pv5,home,2,2008-07-22 00:10:31,2008-07-22 00:14:19,1,2
84,2008-07-22,00:28:17,00:36:27,8.166666667,162,207,116.4286707,39.93289043,0.0,1,0,0,0,HOME,pv,0,2008-07-22 00:28:17,2008-07-22 00:36:27,1,0
84,2008-07-22,07:22:46,07:26:56,4.166666667,162,210,116.4286707,39.94640395,1502.634144,0,0,1,0,Pv6,pv,3,2008-07-22 07:22:46,2008-07-22 07:26:56,2,1
84,2008-07-22,07:26:58,07:32:08,5.166666667,161,210,116.4227941,39.94640395,1583.958883,0,0,1,0,Pv7,pn,4,2008-07-22 07:26:58,2008-07-22 07:32:08,2,2
84,2008-07-22,07:43:12,07:48:20,5.133333333,160,219,116.4169174,39.98694449,6093.44076,0,0,0,1,Pv3,pn,5,2008-07-22 07:43:12,2008-07-22 07:48:20,2,3
84,2008-07-22,07:49:38,08:15:14,25.6,160,219,116.4169174,39.98694449,6093.44076,0,0,0,1,Pv3,pv,6,2008-07-22 07:49:38,2008-07-22 08:15:14,2,4
84,2008-07-22,08:35:16,08:41:52,6.6,160,207,116.4169174,39.93289043,1002.129623,0,0,1,0,Pv8,home,7,2008-07-22 08:35:16,2008-07-22 08:41:52,2,5
84,2008-07-22,08:49:42,08:57:08,7.433333333,162,207,116.4286707,39.93289043,0.0,1,0,0,0,HOME,pv,0,2008-07-22 08:49:42,2008-07-22 08:57:08,2,0
84,2008-07-22,09:09:56,09:13:04,3.133333333,162,208,116.4286707,39.93739494,500.8780479,0,0,1,0,Pv9,home,8,2008-07-22 09:09:56,2008-07-22 09:13:04,3,1
84,2008-07-22,09:14:36,09:34:06,19.5,162,207,116.4286707,39.93289043,0.0,1,0,0,0,HOME,home,0,2008-07-22 09:14:36,2008-07-22 09:34:06,3,0
84,2008-07-22,10:07:55,10:12:37,4.7,162,207,116.4286707,39.93289043,0.0,1,0,0,0,HOME,pv,0,2008-07-22 10:07:55,2008-07-22 10:12:37,3,0
84,2008-07-22,10:12:39,10:22:39,10.0,163,207,116.4345473,39.93289043,501.0648118,0,0,1,0,Pv10,home,9,2008-07-22 10:12:39,2008-07-22 10:22:39,4,1
84,2008-07-22,10:22:41,10:25:47,3.1,162,207,116.4286707,39.93289043,0.0,1,0,0,0,HOME,pv,0,2008-07-22 10:22:41,2008-07-22 10:25:47,4,0
84,2008-07-22,10:30:37,10:34:13,3.6,158,207,116.4051642,39.93289043,2004.259242,0,0,1,0,Pv11,pv,10,2008-07-22 10:30:37,2008-07-22 10:34:13,5,1
84,2008-07-22,10:48:47,10:53:51,5.066666667,155,214,116.3875343,39.96442196,4958.792653,0,0,1,0,Pv12,pv,11,2008-07-22 10:48:47,2008-07-22 10:53:51,5,2
84,2008-07-22,10:54:51,11:00:39,5.8,155,215,116.3875343,39.96892647,5324.659317,0,0,1,0,Pv13,pv,12,2008-07-22 10:54:51,2008-07-22 11:00:39,5,3
84,2008-07-22,11:14:55,11:18:13,3.3,142,216,116.311138,39.97343097,10985.81122,0,0,1,0,Pv14,pv,13,2008-07-22 11:14:55,2008-07-22 11:18:13,5,4
84,2008-07-22,11:20:41,11:25:07,4.433333333,142,218,116.311138,39.98243998,11432.84628,0,0,1,0,Pv15,pv,14,2008-07-22 11:20:41,2008-07-22 11:25:07,5,5
84,2008-07-22,11:25:09,11:29:19,4.166666667,142,217,116.311138,39.97793548,11200.36305,0,0,1,0,Pv16,pn,15,2008-07-22 11:25:09,2008-07-22 11:29:19,5,6
84,2008-07-22,12:15:01,12:21:09,6.133333333,142,217,116.311138,39.97793548,11200.36305,0,0,0,1,Pv16,pn,16,2008-07-22 12:15:01,2008-07-22 12:21:09,5,7
84,2008-07-22,12:21:11,12:28:01,6.833333333,142,216,116.311138,39.97343097,10985.81122,0,0,0,1,Pv14,pv,17,2008-07-22 12:21:11,2008-07-22 12:28:01,5,8
84,2008-07-22,12:30:17,12:37:11,6.9,145,216,116.3287679,39.97343097,9635.156786,0,0,1,0,Pv17,pv,18,2008-07-22 12:30:17,2008-07-22 12:37:11,5,9
84,2008-07-22,12:37:13,12:50:41,13.46666667,146,216,116.3346446,39.97343097,9195.432588,0,0,1,0,Pv18,pn,19,2008-07-22 12:37:13,2008-07-22 12:50:41,5,10
84,2008-07-22,14:05:31,14:11:09,5.633333333,146,216,116.3346446,39.97343097,9195.432588,0,0,0,1,Pv18,pn,20,2008-07-22 14:05:31,2008-07-22 14:11:09,5,11
84,2008-07-22,14:16:59,14:35:15,18.26666667,145,218,116.3287679,39.98243998,10142.08276,0,0,0,1,Pv1,pn,21,2008-07-22 14:16:59,2008-07-22 14:35:15,5,12
84,2008-07-22,23:43:56,23:49:00,5.066666667,159,219,116.4110408,39.98694449,6195.511138,0,0,0,1,Pv2,pn,22,2008-07-22 23:43:56,2008-07-22 23:49:00,5,13
