person,date,first_time,last_time,duration_min,grid_ci,grid_rj,grid_center_lon,grid_center_lat,dist_home_m,is_home,is_sw,is_pv,is_pn,place_id,next_step,visit_order_in_day,first_dt,last_dt,trip_id,action_order_in_trip
126,2008-04-02,17:42:47,17:51:18,8.516666666666667,64,69,116.3305380191304,39.9764107108108,0.0,1,0,0,0,HOME,end,0,2008-04-02 17:42:47,2008-04-02 17:51:18,0,0
126,2008-04-04,01:16:46,01:20:37,3.85,55,74,116.27761337581516,39.998933233333325,5157.769411875463,0,0,1,0,Pv1,pv,1,2008-04-04 01:16:46,2008-04-04 01:20:37,1,1
126,2008-04-04,01:54:36,02:16:37,22.016666666666666,46,70,116.22468873249996,39.98091521531531,9032.983067251129,0,0,1,0,Pv2,pn,2,2008-04-04 01:54:36,2008-04-04 02:16:37,1,2
126,2008-04-04,03:21:52,03:35:07,13.25,46,70,116.22468873249996,39.98091521531531,9032.983067251129,0,0,0,1,Pv2,pn,3,2008-04-04 03:21:52,2008-04-04 03:35:07,1,3
126,2008-04-04,04:07:37,04:12:15,4.633333333333334,55,74,116.27761337581516,39.998933233333325,5157.769411875463,0,0,0,1,Pv1,pv,4,2008-04-04 04:07:37,2008-04-04 04:12:15,1,4
126,2008-04-04,04:37:17,04:40:33,3.2666666666666666,63,76,116.32465750320648,40.00794224234234,3541.7544053404217,0,0,1,0,Pv3,end,5,2008-04-04 04:37:17,2008-04-04 04:40:33,1,5
126,2008-04-05,04:45:18,04:50:48,5.5,79,68,116.41874575798906,39.9719062063063,7533.070456926335,0,0,1,0,Pv4,pv,1,2008-04-05 04:45:18,2008-04-05 04:50:48,1,1
126,2008-04-05,05:01:31,05:08:49,7.3,76,65,116.40110421021733,39.95839269279279,6338.676856318975,0,0,1,0,Pv5,pv,2,2008-04-05 05:01:31,2008-04-05 05:08:49,1,2
126,2008-04-05,05:10:00,05:58:15,48.25,76,66,116.40110421021733,39.96289719729729,6198.410276643563,0,0,1,0,Pv6,pn,3,2008-04-05 05:10:00,2008-04-05 05:58:15,1,3
126,2008-04-05,10:39:59,10:46:08,6.15,76,66,116.40110421021733,39.96289719729729,6198.410276643563,0,0,0,1,Pv6,pn,4,2008-04-05 10:39:59,2008-04-05 10:46:08,1,4
126,2008-04-05,10:47:51,10:58:11,10.333333333333334,76,65,116.40110421021733,39.95839269279279,6338.676856318975,0,0,0,1,Pv5,pv,5,2008-04-05 10:47:51,2008-04-05 10:58:11,1,5
126,2008-04-05,11:06:57,11:13:54,6.95,76,61,116.40110421021733,39.940374674774766,7227.069703710686,0,0,1,0,Pv7,pv,6,2008-04-05 11:06:57,2008-04-05 11:13:54,1,6
126,2008-04-05,11:26:46,11:41:59,15.216666666666669,74,60,116.3893431783695,39.93587017027026,6741.207234049183,0,0,1,0,Pv8,pv,7,2008-04-05 11:26:46,2008-04-05 11:41:59,1,7
126,2008-04-05,12:36:18,12:46:23,10.083333333333334,73,60,116.3834626624456,39.93587017027026,6377.347715997128,0,0,1,0,Pv9,pn,8,2008-04-05 12:36:18,2008-04-05 12:46:23,1,8
126,2008-04-05,12:48:09,12:55:03,6.9,74,60,116.3893431783695,39.93587017027026,6741.207234049183,0,0,0,1,Pv8,pn,9,2008-04-05 12:48:09,2008-04-05 12:55:03,1,9
126,2008-04-05,14:26:56,14:30:27,3.5166666666666666,74,60,116.3893431783695,39.93587017027026,6741.207234049183,0,0,0,1,Pv8,pn,10,2008-04-05 14:26:56,2008-04-05 14:30:27,1,10
126,2008-04-05,14:32:20,14:38:47,6.45,73,60,116.3834626624456,39.93587017027026,6377.347715997128,0,0,0,1,Pv9,pv,11,2008-04-05 14:32:20,2008-04-05 14:38:47,1,11
126,2008-04-05,14:58:45,15:05:07,6.366666666666666,74,59,116.3893431783695,39.93136566576576,7086.058600771147,0,0,1,0,Pv10,pn,12,2008-04-05 14:58:45,2008-04-05 15:05:07,1,12
126,2008-04-05,15:14:15,15:17:21,3.1,76,65,116.40110421021733,39.95839269279279,6338.676856318975,0,0,0,1,Pv5,end,13,2008-04-05 15:14:15,2008-04-05 15:17:21,1,13
126,2008-04-12,15:04:09,15:09:23,5.233333333333333,60,70,116.30701595543474,39.98091521531531,2065.880488891117,0,0,1,0,Pv11,end,1,2008-04-12 15:04:09,2008-04-12 15:09:23,1,1
126,2008-04-14,16:39:10,16:43:12,4.033333333333333,64,69,116.3305380191304,39.9764107108108,0.0,1,0,0,0,HOME,pv,0,2008-04-14 16:39:10,2008-04-14 16:43:12,0,0
126,2008-04-14,17:14:10,17:18:19,4.15,79,67,116.41874575798906,39.9674017018018,7583.106899024031,0,0,1,0,Pv12,end,1,2008-04-14 17:14:10,2008-04-14 17:18:19,1,1
126,2008-04-22,11:11:54,11:22:41,10.783333333333331,64,69,116.3305380191304,39.9764107108108,0.0,1,0,0,0,HOME,pv,0,2008-04-22 11:11:54,2008-04-22 11:22:41,0,0
126,2008-04-22,11:47:47,11:52:16,4.483333333333333,78,67,116.41286524206517,39.9674017018018,7086.698045329061,0,0,1,0,Pv13,pn,1,2008-04-22 11:47:47,2008-04-22 11:52:16,1,1
126,2008-04-22,11:52:18,11:58:42,6.4,79,67,116.41874575798906,39.9674017018018,7583.106899024031,0,0,0,1,Pv12,pn,2,2008-04-22 11:52:18,2008-04-22 11:58:42,1,2
126,2008-04-22,11:58:44,13:01:22,62.63333333333333,79,68,116.41874575798906,39.9719062063063,7533.070456926335,0,0,0,1,Pv4,pn,3,2008-04-22 11:58:44,2008-04-22 13:01:22,1,3
126,2008-04-22,13:04:07,13:08:58,4.85,79,67,116.41874575798906,39.9674017018018,7583.106899024031,0,0,0,1,Pv12,pn,4,2008-04-22 13:04:07,2008-04-22 13:08:58,1,4
126,2008-04-22,13:14:34,13:23:36,9.033333333333331,79,67,116.41874575798906,39.9674017018018,7583.106899024031,0,0,0,1,Pv12,pn,5,2008-04-22 13:14:34,2008-04-22 13:23:36,1,5
126,2008-04-22,13:26:18,13:30:12,3.9,79,68,116.41874575798906,39.9719062063063,7533.070456926335,0,0,0,1,Pv4,pn,6,2008-04-22 13:26:18,2008-04-22 13:30:12,1,6
126,2008-04-22,13:30:18,13:38:51,8.55,79,68,116.41874575798906,39.9719062063063,7533.070456926335,0,0,0,1,Pv4,pn,7,2008-04-22 13:30:18,2008-04-22 13:38:51,1,7
126,2008-04-22,13:38:52,14:15:39,36.78333333333333,79,67,116.41874575798906,39.9674017018018,7583.106899024031,0,0,0,1,Pv12,home,8,2008-04-22 13:38:52,2008-04-22 14:15:39,1,8
126,2008-04-22,14:40:36,14:47:07,6.516666666666667,64,69,116.3305380191304,39.9764107108108,0.0,1,0,0,0,HOME,end,0,2008-04-22 14:40:36,2008-04-22 14:47:07,1,0
126,2008-04-26,10:56:16,11:03:32,7.266666666666667,76,62,116.40110421021733,39.94487917927928,6961.678836002683,0,0,1,0,Pv14,pv,1,2008-04-26 10:56:16,2008-04-26 11:03:32,1,1
126,2008-04-26,11:04:24,11:11:13,6.816666666666666,76,60,116.40110421021733,39.93587017027026,7516.505722594188,0,0,1,0,Pv15,pv,2,2008-04-26 11:04:24,2008-04-26 11:11:13,1,2
126,2008-04-26,11:14:45,11:23:32,8.783333333333333,76,59,116.40110421021733,39.93136566576576,7827.319946325349,0,0,1,0,Pv16,pv,3,2008-04-26 11:14:45,2008-04-26 11:23:32,1,3
